2023-06-30 20:11:06.081 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-30 20:11:09.107 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2867 ms
2023-06-30 20:11:09.225 [main] WARN  com.netflix.config.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2023-06-30 20:11:09.225 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2023-06-30 20:11:09.233 [main] INFO  com.netflix.config.DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@52831a73
2023-06-30 20:11:09.590 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-06-30 20:11:09.592 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2023-06-30 20:11:09.617 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 13ms. Found 0 repository interfaces.
2023-06-30 20:11:09.681 [main] WARN  o.springframework.boot.actuate.endpoint.EndpointId - Endpoint ID 'nacos-discovery' contains invalid characters, please migrate to a valid format.
2023-06-30 20:11:09.727 [main] WARN  o.springframework.boot.actuate.endpoint.EndpointId - Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
2023-06-30 20:11:09.904 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=becd3dfe-a69e-37f4-8283-9e23c7d67413
2023-06-30 20:11:10.094 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-30 20:11:10.346 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-30 20:11:10.594 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8086 (http)
2023-06-30 20:11:10.602 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8086"]
2023-06-30 20:11:10.603 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-06-30 20:11:10.603 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2023-06-30 20:11:10.679 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/service-ware] - Initializing Spring embedded WebApplicationContext
2023-06-30 20:11:10.680 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2321 ms
2023-06-30 20:11:10.786 [main] WARN  com.netflix.config.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2023-06-30 20:11:10.786 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2023-06-30 20:11:10.795 [main] INFO  com.netflix.config.DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@498a612d
2023-06-30 20:11:11.923 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2023-06-30 20:11:12.089 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2023-06-30 20:11:12.162 [main] WARN  com.netflix.config.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2023-06-30 20:11:12.162 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2023-06-30 20:11:12.251 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2023-06-30 20:11:13.296 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 433da9f3-145b-4647-9114-a4409358a4a9

2023-06-30 20:11:13.464 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@31e3c34, org.springframework.security.web.context.SecurityContextPersistenceFilter@7e20f4e3, org.springframework.security.web.header.HeaderWriterFilter@4805069b, org.springframework.web.filter.CorsFilter@b4d83ac, edu.swu.cs.filter.JwtAuthenticationTokenFilter@7ef41ca2, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6e9f8160, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6cfd08e9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@13d10057, org.springframework.security.web.session.SessionManagementFilter@540212be, org.springframework.security.web.access.ExceptionTranslationFilter@23f8036d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3c910acd]
2023-06-30 20:11:13.511 [main] INFO  org.redisson.Version - Redisson 3.12.0
2023-06-30 20:11:13.655 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService
2023-06-30 20:11:13.779 [redisson-netty-4-30] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for 127.0.0.1/127.0.0.1:6379
2023-06-30 20:11:13.825 [redisson-netty-4-19] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for 127.0.0.1/127.0.0.1:6379
2023-06-30 20:11:13.990 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2023-06-30 20:11:14.019 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2023-06-30 20:11:14.264 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2023-06-30 20:11:14.267 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-30 20:11:14.357 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2023-06-30 20:11:14.410 [main] INFO  edu.swu.cs.HotOrderApplication - No active profile set, falling back to default profiles: default
2023-06-30 20:11:14.491 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2023-06-30 20:11:14.543 [main] WARN  com.netflix.config.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2023-06-30 20:11:14.544 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2023-06-30 20:11:14.671 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2023-06-30 20:11:14.688 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8082"]
2023-06-30 20:11:14.738 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8082 (http) with context path '/service-user'
2023-06-30 20:11:14.783 [main] INFO  o.s.c.alibaba.nacos.registry.NacosServiceRegistry - nacos registry, service-user 192.168.31.100:8082 register finished
2023-06-30 20:11:14.789 [main] INFO  edu.swu.cs.UserApplication - Started UserApplication in 9.694 seconds (JVM running for 10.264)
2023-06-30 20:11:15.145 [RMI TCP Connection(14)-192.168.31.100] INFO  o.a.c.c.C.[Tomcat].[localhost].[/service-user] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-30 20:11:15.145 [RMI TCP Connection(14)-192.168.31.100] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-06-30 20:11:15.150 [RMI TCP Connection(15)-192.168.31.100] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2023-06-30 20:11:15.165 [RMI TCP Connection(14)-192.168.31.100] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 20 ms
2023-06-30 20:11:15.187 [RMI TCP Connection(15)-192.168.31.100] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#40c8067:0/SimpleConnection@672149b4 [delegate=amqp://guest@127.0.0.1:5672/, localPort= 51358]
2023-06-30 20:11:15.220 [RMI TCP Connection(15)-192.168.31.100] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-06-30 20:11:15.353 [RMI TCP Connection(15)-192.168.31.100] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-06-30 20:11:15.501 [boundedElastic-1] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2023-06-30 20:11:15.502 [boundedElastic-1] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2023-06-30 20:11:15.521 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 58c94095-3af6-4bd9-9439-d97ba9a7ad62

2023-06-30 20:11:15.628 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5f0ca069, org.springframework.security.web.context.SecurityContextPersistenceFilter@3fe24670, org.springframework.security.web.header.HeaderWriterFilter@2358443e, org.springframework.web.filter.CorsFilter@6a6a2fdd, edu.swu.cs.filter.JwtAuthenticationTokenFilter@5bb2fb2b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1dd247b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3a0e7f89, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@552ffa44, org.springframework.security.web.session.SessionManagementFilter@2524d07a, org.springframework.security.web.access.ExceptionTranslationFilter@aa633e6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@177068db]
2023-06-30 20:11:15.811 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService
2023-06-30 20:11:16.000 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService
2023-06-30 20:11:16.129 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-06-30 20:11:16.132 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2023-06-30 20:11:16.171 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20ms. Found 0 repository interfaces.
2023-06-30 20:11:16.186 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2023-06-30 20:11:16.223 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2023-06-30 20:11:16.300 [main] WARN  o.springframework.boot.actuate.endpoint.EndpointId - Endpoint ID 'nacos-discovery' contains invalid characters, please migrate to a valid format.
2023-06-30 20:11:16.313 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2023-06-30 20:11:16.392 [main] WARN  o.springframework.boot.actuate.endpoint.EndpointId - Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
2023-06-30 20:11:16.567 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2023-06-30 20:11:16.627 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#2e56b4d:0/SimpleConnection@355b53cc [delegate=amqp://guest@127.0.0.1:5672/, localPort= 51374]
2023-06-30 20:11:16.697 [main] INFO  o.s.a.r.listener.DirectMessageListenerContainer - Container initialized for queues: [stock.release.stock.queue]
2023-06-30 20:11:16.710 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=3594abfd-9a8d-3d8d-951c-874580099fff
2023-06-30 20:11:16.722 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1] INFO  o.s.a.r.listener.DirectMessageListenerContainer - SimpleConsumer [queue=stock.release.stock.queue, consumerTag=amq.ctag-MJVfIR2M5q4nduuCYq9Dxg identity=3f18abfa] started
2023-06-30 20:11:16.723 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8086"]
2023-06-30 20:11:16.741 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8086 (http) with context path '/service-ware'
2023-06-30 20:11:16.797 [main] INFO  o.s.c.alibaba.nacos.registry.NacosServiceRegistry - nacos registry, service-ware 192.168.31.100:8086 register finished
2023-06-30 20:11:16.800 [main] INFO  edu.swu.cs.WareApplication - Started WareApplication in 9.581 seconds (JVM running for 10.19)
2023-06-30 20:11:16.900 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-30 20:11:17.190 [RMI TCP Connection(18)-192.168.31.100] INFO  o.a.c.c.C.[Tomcat].[localhost].[/service-ware] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-30 20:11:17.190 [RMI TCP Connection(18)-192.168.31.100] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-06-30 20:11:17.193 [RMI TCP Connection(17)-192.168.31.100] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-06-30 20:11:17.207 [RMI TCP Connection(18)-192.168.31.100] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 17 ms
2023-06-30 20:11:17.283 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-30 20:11:17.353 [RMI TCP Connection(17)-192.168.31.100] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-06-30 20:11:17.486 [boundedElastic-1] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2023-06-30 20:11:17.487 [boundedElastic-1] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2023-06-30 20:11:17.535 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2023-06-30 20:11:17.544 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2023-06-30 20:11:17.545 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-06-30 20:11:17.545 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2023-06-30 20:11:17.652 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/service-hotOrder] - Initializing Spring embedded WebApplicationContext
2023-06-30 20:11:17.652 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3218 ms
2023-06-30 20:11:17.801 [main] WARN  com.netflix.config.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2023-06-30 20:11:17.803 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2023-06-30 20:11:17.814 [main] INFO  com.netflix.config.DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@1578b8ec
2023-06-30 20:11:19.077 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-30 20:11:19.391 [main] INFO  edu.swu.cs.ProductApplication - No active profile set, falling back to default profiles: default
2023-06-30 20:11:19.488 [main] INFO  org.redisson.Version - Redisson 3.12.0
2023-06-30 20:11:19.784 [redisson-netty-4-32] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for 127.0.0.1/127.0.0.1:6379
2023-06-30 20:11:19.801 [redisson-netty-4-19] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for 127.0.0.1/127.0.0.1:6379
2023-06-30 20:11:20.663 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2023-06-30 20:11:20.811 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2023-06-30 20:11:20.864 [main] WARN  com.netflix.config.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2023-06-30 20:11:20.864 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2023-06-30 20:11:20.914 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-06-30 20:11:20.917 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2023-06-30 20:11:20.948 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14ms. Found 0 repository interfaces.
2023-06-30 20:11:20.971 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2023-06-30 20:11:21.040 [main] WARN  o.springframework.boot.actuate.endpoint.EndpointId - Endpoint ID 'nacos-discovery' contains invalid characters, please migrate to a valid format.
2023-06-30 20:11:21.107 [main] WARN  o.springframework.boot.actuate.endpoint.EndpointId - Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
2023-06-30 20:11:21.477 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=511693ec-330e-391b-890e-84a005ffebb9
2023-06-30 20:11:21.750 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-30 20:11:21.936 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: aa841d72-fc3d-43a8-bc5a-08d15f7dfe5c

2023-06-30 20:11:22.022 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5e1a7d3, org.springframework.security.web.context.SecurityContextPersistenceFilter@4040ccae, org.springframework.security.web.header.HeaderWriterFilter@4c5e4bfa, org.springframework.web.filter.CorsFilter@1eda309d, edu.swu.cs.filter.JwtAuthenticationTokenFilter@796c68bf, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@430106cf, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@aa633e6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@248d2cec, org.springframework.security.web.session.SessionManagementFilter@3cacc87, org.springframework.security.web.access.ExceptionTranslationFilter@6c13019c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4bfe83d]
2023-06-30 20:11:22.156 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-30 20:11:22.157 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService
2023-06-30 20:11:22.405 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2023-06-30 20:11:22.430 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2023-06-30 20:11:22.495 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8083 (http)
2023-06-30 20:11:22.502 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2023-06-30 20:11:22.512 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8083"]
2023-06-30 20:11:22.513 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-06-30 20:11:22.519 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2023-06-30 20:11:22.633 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/service-product] - Initializing Spring embedded WebApplicationContext
2023-06-30 20:11:22.634 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3214 ms
2023-06-30 20:11:22.666 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2023-06-30 20:11:22.680 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path '/service-hotOrder'
